id_Entry,coord_lon,coord_lat,weather_id,weather_main,weather_description,weather_icon,base,main_temp,main_feels_like,main_pressure,main_humidity,main_temp_min,main_temp_max,main_sea_level,main_grnd_level,wind_speed,wind_deg,wind_gust,clouds_all,visibility,rain_1h,rain_3h,snow_1h,snow_3h,dt,sys_type,sys_id,sys_message,sys_country,sys_sunrise,sys_sunset,timezone,id,name,cod,data_entry_timestamp
10,-6.27,53.34,803,Clouds,broken clouds,04d,stations,12,7,987,87,11,14,,,7.2,250,12.9,75,10000,,,,,2/28/2020 14:52,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 15:00
11,-6.27,53.34,803,Clouds,broken clouds,04d,stations,12,7,987,87,11,14,,,7.2,250,12.9,75,10000,,,,,2/28/2020 15:00,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 15:10
12,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,6,987,87,11,12,,,7.2,250,12.9,75,10000,,,,,2/28/2020 15:13,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 15:20
13,-6.27,53.34,803,Clouds,broken clouds,04d,stations,12,5,987,71,11,12,,,8.2,250,13.9,75,10000,,,,,2/28/2020 15:21,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 15:30
14,-6.27,53.34,803,Clouds,broken clouds,04d,stations,12,5,987,71,11,12,,,8.2,250,13.9,75,10000,,,,,2/28/2020 15:34,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 15:40
15,-6.27,53.34,803,Clouds,broken clouds,04d,stations,12,5,987,71,11,12,,,8.2,250,13.9,75,10000,,,,,2/28/2020 15:35,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 15:50
16,-6.27,53.34,803,Clouds,broken clouds,04d,stations,12,7,987,71,11,13,,,6.2,250,13.4,75,10000,,,,,2/28/2020 15:50,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 16:00
17,-6.27,53.34,803,Clouds,broken clouds,04d,stations,12,7,987,71,11,13,,,6.2,250,13.4,75,10000,,,,,2/28/2020 16:00,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 16:10
18,-6.27,53.34,803,Clouds,broken clouds,04d,stations,12,7,987,71,11,13,,,6.2,250,13.4,75,10000,,,,,2/28/2020 16:05,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 16:20
19,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,7,987,76,11,12,,,5.1,240,,75,10000,,,,,2/28/2020 16:25,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 16:30
20,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,7,987,76,11,12,,,5.1,240,,75,10000,,,,,2/28/2020 16:39,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 16:40
21,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,7,987,76,11,12,,,5.1,240,,75,10000,,,,,2/28/2020 16:46,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 16:50
22,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,8,987,76,11,12,,,4.1,240,,75,10000,,,,,2/28/2020 16:56,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 17:00
23,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,8,987,76,11,12,,,4.1,240,,75,10000,,,,,2/28/2020 17:06,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 17:10
24,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,8,987,76,11,12,,,4.1,240,,75,10000,,,,,2/28/2020 17:15,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 17:20
25,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,8,987,76,11,12,,,3.6,220,,75,10000,,,,,2/28/2020 17:25,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 17:30
26,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,8,987,76,10,12,,,3.6,220,,75,10000,,,,,2/28/2020 17:34,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 17:40
27,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,7,986,76,10,11,,,4.1,230,,75,10000,,,,,2/28/2020 17:49,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 17:50
28,-6.27,53.34,803,Clouds,broken clouds,04d,stations,11,7,986,76,10,11,,,4.1,230,,75,10000,,,,,2/28/2020 17:58,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 18:00
29,-6.27,53.34,803,Clouds,broken clouds,04n,stations,11,7,986,76,10,11,,,4.1,230,,75,10000,,,,,2/28/2020 18:00,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 18:10
30,-6.27,53.34,803,Clouds,broken clouds,04n,stations,11,7,986,76,10,11,,,4.1,230,,75,10000,,,,,2/28/2020 18:15,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 18:20
31,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,7,986,76,9,11,,,4.1,220,,75,10000,,,,,2/28/2020 18:24,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 18:30
32,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,7,986,76,9,11,,,4.1,220,,75,10000,,,,,2/28/2020 18:35,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 18:40
33,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,7,986,76,9,11,,,4.1,220,,75,10000,,,,,2/28/2020 18:47,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 18:50
34,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,7,985,87,9,11,,,4.1,190,,75,10000,,,,,2/28/2020 18:53,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 19:00
35,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,7,985,87,9,11,,,4.1,190,,75,10000,,,,,2/28/2020 19:07,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 19:10
36,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,5,985,81,9,10,,,5.1,190,,75,10000,,,,,2/28/2020 19:18,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 19:20
37,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,5,985,81,9,10,,,5.1,190,,75,10000,,,,,2/28/2020 19:21,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 19:30
38,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,5,985,81,9,10,,,5.1,190,,75,10000,,,,,2/28/2020 19:40,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 19:40
39,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,5,985,81,9,10,,,5.1,190,,75,10000,,,,,2/28/2020 19:45,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 19:50
40,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,984,76,9,10,,,4.6,180,,75,10000,,,,,2/28/2020 19:58,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 20:00
41,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,984,76,9,10,,,4.6,180,,75,10000,,,,,2/28/2020 20:03,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 20:10
42,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,984,76,9,10,,,4.6,180,,75,10000,,,,,2/28/2020 20:10,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 20:20
43,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,983,76,9,11,,,3.6,150,,75,10000,,,,,2/28/2020 20:20,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 20:30
44,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,983,76,9,11,,,3.6,150,,75,10000,,,,,2/28/2020 20:37,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 20:40
45,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,983,76,9,11,,,3.6,150,,75,10000,,,,,2/28/2020 20:37,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 20:50
46,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,5,982,76,9,10,,,5.7,190,,75,10000,,,,,2/28/2020 21:00,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 21:00
47,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,5,982,76,9,10,,,5.7,190,,75,10000,,,,,2/28/2020 21:08,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 21:10
48,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,981,81,9,11,,,4.6,170,,75,10000,,,,,2/28/2020 21:19,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 21:20
49,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,981,81,9,11,,,4.6,170,,75,10000,,,,,2/28/2020 21:21,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 21:30
50,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,981,81,9,11,,,4.6,170,,75,10000,,,,,2/28/2020 21:35,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 21:40
51,-6.27,53.34,803,Clouds,broken clouds,04n,stations,10,6,981,81,9,11,,,4.6,170,,75,10000,,,,,2/28/2020 21:35,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 21:50
52,-6.27,53.34,500,Rain,light rain,10n,stations,10,4,980,81,9,11,,,7.2,150,,75,10000,0.51,,,,2/28/2020 21:50,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 22:00
53,-6.27,53.34,500,Rain,light rain,10n,stations,10,4,980,81,9,11,,,7.2,150,,75,10000,0.38,,,,2/28/2020 22:07,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 22:10
54,-6.27,53.34,500,Rain,light rain,10n,stations,10,4,980,81,9,11,,,7.2,150,,75,10000,0.38,,,,2/28/2020 22:07,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 22:20
55,-6.27,53.34,500,Rain,light rain,10n,stations,10,5,979,93,9,11,,,6.2,150,,75,10000,0.51,,,,2/28/2020 22:26,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 22:30
56,-6.27,53.34,500,Rain,light rain,10n,stations,10,5,979,93,9,11,,,6.2,150,,75,10000,0.51,,,,2/28/2020 22:35,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 22:40
57,-6.27,53.34,500,Rain,light rain,10n,stations,9,5,979,93,9,11,,,6.2,150,,75,10000,0.51,,,,2/28/2020 22:43,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 22:50
58,-6.27,53.34,500,Rain,light rain,10n,stations,9,6,978,93,9,10,,,4.1,160,,75,10000,0.51,,,,2/28/2020 22:58,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 23:00
59,-6.27,53.34,500,Rain,light rain,10n,stations,9,6,978,93,8,10,,,4.1,160,,75,10000,0.51,,,,2/28/2020 23:08,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 23:10
60,-6.27,53.34,500,Rain,light rain,10n,stations,9,6,978,93,7,10,,,4.1,160,,75,10000,0.51,,,,2/28/2020 23:15,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 23:20
61,-6.27,53.34,500,Rain,light rain,10n,stations,9,6,977,93,7,10,,,4.1,150,,75,10000,0.38,,,,2/28/2020 23:21,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 23:32
62,-6.27,53.34,500,Rain,light rain,10n,stations,9,6,977,93,9,10,,,4.1,150,,75,10000,0.38,,,,2/28/2020 23:30,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 23:40
63,-6.27,53.34,500,Rain,light rain,10n,stations,9,6,977,93,9,10,,,4.6,170,,75,10000,0.51,,,,2/28/2020 23:48,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/28/2020 23:50
64,-6.27,53.34,500,Rain,light rain,10n,stations,9,6,977,93,9,10,,,4.6,170,,75,10000,0.51,,,,2/28/2020 23:54,1,1565,,IE,2/28/2020 7:16,2/28/2020 17:59,0,2964574,Dublin,200,2/29/2020 0:00
65,-6.27,53.34,500,Rain,light rain,10n,stations,8,5,977,93,6,9,,,4.6,170,,75,10000,0.76,,,,2/29/2020 0:05,1,1565,,IE,2/29/2020 7:14,2/29/2020 18:01,0,2964574,Dublin,200,2/29/2020 0:10
66,-6.27,53.34,500,Rain,light rain,10n,stations,8,4,977,93,6,9,,,4.6,170,,75,10000,0.76,,,,2/29/2020 0:17,1,1565,,IE,2/29/2020 7:14,2/29/2020 18:01,0,2964574,Dublin,200,2/29/2020 0:20
67,-6.27,53.34,500,Rain,light rain,10n,stations,8,4,977,93,6,9,,,4.6,170,,75,10000,0.76,,,,2/29/2020 0:17,1,1565,,IE,2/29/2020 7:14,2/29/2020 18:01,0,2964574,Dublin,200,2/29/2020 0:30
68,-6.27,53.34,500,Rain,light rain,10n,stations,6,-4,976,87,5,7,,,13.9,260,20.1,75,6000,0.51,,,,2/29/2020 0:35,1,1565,,IE,2/29/2020 7:14,2/29/2020 18:01,0,2964574,Dublin,200,2/29/2020 0:40
69,-6.27,53.34,500,Rain,light rain,10n,stations,6,-4,976,87,5,7,,,13.9,260,20.1,75,6000,0.77,,,,2/29/2020 0:45,1,1565,,IE,2/29/2020 7:14,2/29/2020 18:01,0,2964574,Dublin,200,2/29/2020 0:50
70,-6.27,53.34,802,Clouds,scattered clouds,03n,stations,2,-5,975,78,1,3,,,9.3,240,17,40,10000,,,,,3/1/2020 1:45,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 1:50
71,-6.27,53.34,801,Clouds,few clouds,02n,stations,3,-5,976,78,1,3,,,9.3,250,18.5,20,10000,,,,,3/1/2020 1:55,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 2:00
72,-6.27,53.34,801,Clouds,few clouds,02n,stations,3,-5,976,78,1,3,,,9.3,250,18.5,20,10000,,,,,3/1/2020 1:55,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 2:10
73,-6.27,53.34,801,Clouds,few clouds,02n,stations,3,-5,976,78,1,3,,,9.3,250,18.5,20,10000,,,,,3/1/2020 2:15,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 2:20
74,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-6,976,74,1,3,,,9.8,240,17,20,10000,,,,,3/1/2020 2:30,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 2:30
75,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-6,976,74,1,3,,,9.8,240,17,20,10000,,,,,3/1/2020 2:30,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 2:40
76,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,976,78,1,3,,,9.3,240,17,20,10000,,,,,3/1/2020 2:48,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 2:50
77,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,976,78,1,3,,,9.3,240,17,20,10000,,,,,3/1/2020 2:59,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 3:00
78,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,976,78,1,3,,,9.3,240,17,20,10000,,,,,3/1/2020 3:04,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 3:10
79,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-6,976,78,1,3,,,9.8,240,19,20,10000,,,,,3/1/2020 3:20,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 3:20
80,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-6,976,78,1,3,,,9.8,240,19,20,10000,,,,,3/1/2020 3:25,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 3:30
81,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-6,976,78,1,3,,,9.8,240,19,20,10000,,,,,3/1/2020 3:25,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 3:40
82,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-6,976,78,1,3,,,9.8,240,19,20,10000,,,,,3/1/2020 3:43,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 3:50
83,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-6,976,78,1,2,,,10.3,250,17.5,20,10000,,,,,3/1/2020 3:58,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 4:00
84,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-6,976,78,1,2,,,10.3,250,17.5,20,10000,,,,,3/1/2020 4:10,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 4:10
85,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-6,976,78,1,2,,,10.3,250,17.5,20,10000,,,,,3/1/2020 4:16,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 4:20
86,-6.27,53.34,802,Clouds,scattered clouds,03n,stations,2,-7,976,78,1,2,,,11.3,250,19,40,10000,,,,,3/1/2020 4:27,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 4:30
87,-6.27,53.34,802,Clouds,scattered clouds,03n,stations,2,-7,976,75,1,2,,,11.3,250,19,40,10000,,,,,3/1/2020 4:37,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 4:40
88,-6.27,53.34,520,Rain,light intensity shower rain,09n,stations,2,-7,977,75,1,2,,,10.3,250,17.5,40,10000,,,,,3/1/2020 4:50,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 4:50
89,-6.27,53.34,520,Rain,light intensity shower rain,09n,stations,2,-6,977,75,2,2,,,10.3,250,17.5,40,10000,,,,,3/1/2020 4:55,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 5:00
90,-6.27,53.34,520,Rain,light intensity shower rain,09n,stations,2,-6,977,75,2,2,,,10.3,250,17.5,40,10000,,,,,3/1/2020 5:08,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 5:10
91,-6.27,53.34,801,Clouds,few clouds,02n,stations,1,-5,978,75,1,2,,,7.7,240,14.4,20,10000,,,,,3/1/2020 5:17,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 5:20
92,-6.27,53.34,801,Clouds,few clouds,02n,stations,1,-5,978,75,1,2,,,7.7,240,14.4,20,10000,,,,,3/1/2020 5:17,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 5:30
93,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,978,75,1,2,,,7.7,240,14.4,20,10000,,,,,3/1/2020 5:25,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 5:40
94,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,978,75,1,2,,,7.7,240,14.4,20,10000,,,,,3/1/2020 5:45,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 5:50
95,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,978,75,1,2,,,8.2,240,14.4,20,10000,,,,,3/1/2020 5:55,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 6:00
96,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,978,75,1,2,,,8.2,240,14.4,20,10000,,,,,3/1/2020 6:05,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 6:10
97,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,978,75,1,2,,,8.2,240,14.4,20,10000,,,,,3/1/2020 6:15,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 6:20
98,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,978,75,1,2,,,7.7,240,13.9,20,10000,,,,,3/1/2020 6:27,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 6:30
99,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,978,75,1,2,,,7.7,240,13.9,20,10000,,,,,3/1/2020 6:31,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 6:40
100,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,978,75,1,2,,,7.7,240,13.9,20,10000,,,,,3/1/2020 6:39,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 6:50
101,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,979,75,1,2,,,7.2,240,,20,10000,,,,,3/1/2020 6:56,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 7:00
102,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,979,75,1,2,,,7.2,240,,20,10000,,,,,3/1/2020 7:05,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 7:10
103,-6.27,53.34,801,Clouds,few clouds,02n,stations,2,-5,979,75,1,2,,,7.2,240,,20,10000,,,,,3/1/2020 7:10,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 7:20
104,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-5,979,75,1,2,,,7.2,240,13.4,20,10000,,,,,3/1/2020 7:22,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 7:30
105,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-5,979,75,1,2,,,7.2,240,13.4,20,10000,,,,,3/1/2020 7:33,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 7:40
106,-6.27,53.34,801,Clouds,few clouds,02d,stations,1,-5,979,71,1,2,,,6.7,230,12.3,20,10000,,,,,3/1/2020 7:47,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 7:50
107,-6.27,53.34,801,Clouds,few clouds,02d,stations,1,-5,979,75,1,2,,,6.7,230,12.3,20,10000,,,,,3/1/2020 8:00,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 8:00
108,-6.27,53.34,801,Clouds,few clouds,02d,stations,1,-4,979,75,1,2,,,6.7,230,12.3,20,10000,,,,,3/1/2020 8:07,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 8:10
109,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-4,979,71,1,2,,,6.7,230,12.3,20,10000,,,,,3/1/2020 8:11,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 8:20
110,-6.27,53.34,801,Clouds,few clouds,02d,stations,1,-5,980,71,1,2,,,6.7,230,11.8,20,10000,,,,,3/1/2020 8:27,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 8:30
111,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-4,980,71,1,2,,,6.7,230,11.8,20,10000,,,,,3/1/2020 8:35,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 8:40
112,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-4,980,71,1,2,,,6.7,230,11.8,20,10000,,,,,3/1/2020 8:35,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 8:50
113,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-4,980,71,1,3,,,6.2,230,,20,10000,,,,,3/1/2020 8:57,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 9:00
114,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-4,980,71,1,3,,,6.2,230,,20,10000,,,,,3/1/2020 8:57,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 9:10
115,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-3,980,71,1,3,,,6.2,230,,20,10000,,,,,3/1/2020 9:15,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 9:20
116,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-4,981,71,2,3,,,7.2,230,12.9,20,10000,,,,,3/1/2020 9:21,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 9:30
117,-6.27,53.34,801,Clouds,few clouds,02d,stations,2,-4,981,71,2,4,,,7.2,230,12.9,20,10000,,,,,3/1/2020 9:32,1,1565,,IE,3/1/2020 7:12,3/1/2020 18:03,0,2964574,Dublin,200,3/1/2020 9:40
